0.002,0.0216218,-0.691486,0.0258621,2.25376,-6.57252e-18,-0.00514931,0.000476341,8.27645e-05,0.0432433,0.0100566,0.500352,-0.0135902,-0.000293891,0.00118045
0.004,0.0216218,-0.691486,0.0258621,2.25376,-4.83273e-18,-0.00378626,0.000350251,6.08562e-05,0.0432433,0.0100566,0.500352,0,0,0
0.006,0.0216218,-0.691459,0.0258165,2.25376,-3.55348e-18,0.000798827,-0.00576162,4.47472e-05,0.0432575,0.0100408,0.500351,0.00710349,-0.0078646,-0.000456304
0.008,0.0216218,-0.691459,0.0258165,2.25376,-2.61285e-18,0.000587373,-0.00423649,3.29024e-05,0.0432575,0.0100408,0.500351,0,0,0
0.01,0.0216218,-0.691486,0.0258621,2.25376,-1.92122e-18,-0.00316079,0.00292063,2.41929e-05,0.0432433,0.0100566,0.500352,-0.00712329,0.00788618,0.00045713
0.012,0.0216583,-0.691432,0.0258621,2.25376,0.00483711,0.00486734,0.00214752,1.77889e-05,0.0432701,0.0100588,0.50035,0.0134063,0.00108508,-0.00118119
0.014,0.0216218,-0.691459,0.0258165,2.25376,-0.00127593,-1.34653e-05,-0.00445615,1.30801e-05,0.0432575,0.0100408,0.500351,-0.00627188,-0.00896892,0.000722216
0.016,0.0216218,-0.691459,0.0259077,2.25376,-0.000938182,-9.90099e-06,0.00880065,9.61771e-06,0.0432562,0.010073,0.500351,-0.000668744,0.0160738,-0.00026578
0.018,0.0216218,-0.691459,0.0258165,2.25376,-0.00068984,-7.28014e-06,-0.00559844,7.07184e-06,0.0432575,0.0100408,0.500351,0.000667188,-0.0160635,0.000264675
0.02,0.0216218,-0.691459,0.0258165,2.25376,-0.000507235,-5.35304e-06,-0.0041165,5.19988e-06,0.0432575,0.0100408,0.500351,0,0,0
0.022,0.0216583,-0.691432,0.0258621,2.25376,0.00445957,0.00358839,0.00300826,3.82344e-06,0.0432701,0.0100588,0.50035,0.00627083,0.0089692,-0.000722612
0.024,0.0216218,-0.691432,0.0258621,2.25376,-0.001555,0.00263852,0.00221196,2.81136e-06,0.0432705,0.0100572,0.50035,0.000183666,-0.000790211,0
0.026,0.0216218,-0.691486,0.0258621,2.25376,-0.00114338,-0.00524604,0.00162644,2.06717e-06,0.0432433,0.0100566,0.500352,-0.0135802,-0.000293674,0.00117958
0.028,0.0216218,-0.691432,0.0258621,2.25376,-0.000840723,0.00333125,0.00119591,1.51998e-06,0.0432705,0.0100572,0.50035,0.0135848,0.000293775,-0.00118073
0.03,0.0216218,-0.691432,0.0258621,2.25376,-0.000618179,0.00244945,0.000879346,1.11763e-06,0.0432705,0.0100572,0.50035,0,0,0
0.032,0.0216218,-0.691459,0.0258165,2.25376,-0.000454543,-0.00179134,-0.00538865,8.21789e-07,0.0432575,0.0100408,0.500351,-0.00645521,-0.00817921,0.000722218
0.034,0.0216218,-0.691432,0.0258621,2.25376,-0.000334223,0.00227741,0.00207663,6.04257e-07,0.0432705,0.0100572,0.50035,0.00645879,0.00818413,-0.000723063
0.036,0.0216218,-0.691459,0.0258165,2.25376,-0.000245752,-0.00191789,-0.00450839,4.44306e-07,0.0432575,0.0100408,0.500351,-0.00645531,-0.00817934,0.000722229
0.038,0.0216218,-0.691459,0.0258165,2.25376,-0.0001807,-0.00141021,-0.00331499,3.26696e-07,0.0432575,0.0100408,0.500351,0,0,0
0.04,0.0216218,-0.691459,0.0258165,2.25376,-0.000132868,-0.00103692,-0.00243749,2.40217e-07,0.0432575,0.0100408,0.500351,0,0,0
0.042,0.0216218,-0.691486,0.0258621,2.25376,-9.76969e-05,-0.00435623,0.00424528,1.7663e-07,0.0432433,0.0100566,0.500352,-0.00712548,0.00788861,0.000457271
0.044,0.0216583,-0.691486,0.0258621,2.25376,0.00476131,-0.00320311,0.00312153,1.29875e-07,0.0432429,0.0100582,0.500352,-0.000183648,0.000789554,0
0.046,0.0216218,-0.691432,0.0258621,2.25376,-0.00133403,0.00483308,0.00229524,9.54966e-08,0.0432705,0.0100572,0.50035,0.0137679,-0.000496596,-0.00118068
0.048,0.0216218,-0.691459,0.0258165,2.25376,-0.000980903,-3.89198e-05,-0.00434798,7.02181e-08,0.0432575,0.0100408,0.500351,-0.00645566,-0.00817979,0.000722269
0.05,0.0216218,-0.691486,0.0258621,2.25376,-0.000721252,-0.00362181,0.00283951,5.16309e-08,0.0432433,0.0100566,0.500352,-0.0071243,0.0078873,0.000457195
0.052,0.0216583,-0.691459,0.0258165,2.25367,0.00430365,0.000930306,-0.00394903,-0.0112792,0.0432531,0.0100427,0.500382,0.0048865,-0.006931,0.0148635
0.054,0.0216218,-0.691432,0.0258621,2.25376,-0.0016705,0.00427817,0.00313441,0.00298798,0.0432705,0.0100572,0.50035,0.00869563,0.0072252,-0.0160473
0.056,0.0216218,-0.691486,0.0258621,2.25376,-0.00122831,-0.00403902,0.00230471,0.00219704,0.0432433,0.0100566,0.500352,-0.0135775,-0.000293617,0.00117935
0.058,0.0216218,-0.691459,0.0259077,2.25376,-0.000903168,0.000624214,0.00773269,0.00161547,0.0432562,0.010073,0.500351,0.00645765,0.008183,-0.000723014
0.06,0.0216218,-0.691459,0.0258165,2.25376,-0.000664094,0.000458981,-0.00639213,0.00118785,0.0432575,0.0100408,0.500351,0.000667654,-0.0160747,0.00026486
0.062,0.0216218,-0.691459,0.0259077,2.25376,-0.000488305,0.000337486,0.00736756,0.000873417,0.0432562,0.010073,0.500351,-0.000668214,0.016061,-0.000265569
0.064,0.0216218,-0.691459,0.0258165,2.25376,-0.000359047,0.000248151,-0.00665625,0.000642218,0.0432575,0.0100408,0.500351,0.000667413,-0.016069,0.000264764
0.066,0.0216218,-0.691432,0.0258621,2.25376,-0.000264005,0.00377665,0.00114391,0.000472219,0.0432705,0.0100572,0.50035,0.0064581,0.00818325,-0.000722985
0.068,0.0216218,-0.691459,0.0258165,2.25376,-0.000194122,-0.000815648,-0.00519444,0.00034722,0.0432575,0.0100408,0.500351,-0.00645555,-0.00817965,0.000722256
0.07,0.0216218,-0.691459,0.0258165,2.25376,-0.000142737,-0.000599741,-0.00381944,0.000255309,0.0432575,0.0100408,0.500351,0,0,0
0.072,0.0216218,-0.691432,0.0258621,2.25376,-0.000104953,0.00315339,0.00323014,0.000187727,0.0432705,0.0100572,0.50035,0.00645846,0.0081837,-0.000723025
0.074,0.0216583,-0.691432,0.0258621,2.25376,0.00475532,0.00231867,0.0023751,0.000138035,0.0432701,0.0100588,0.50035,-0.000183634,0.000789942,0
0.076,0.0216218,-0.691432,0.0258621,2.25376,-0.00133983,0.00170491,0.0017464,0.000101496,0.0432705,0.0100572,0.50035,0.000183753,-0.000790586,0
0.078,0.0216218,-0.691486,0.0258621,2.25376,-0.000985172,-0.00593279,0.00128412,7.46295e-05,0.0432433,0.0100566,0.500352,-0.0135807,-0.000293685,0.00117962
0.08,0.0216218,-0.691459,0.0258165,2.25376,-0.000724391,-0.000769131,-0.00509239,5.48746e-05,0.0432575,0.0100408,0.500351,0.00712406,-0.00788738,-0.000457626
