8e-06,6.72e-06,-0.7,0.025621,2.25376,0.84,0,0,0,-0.00146093,-0.70012,0.0259533,2.26075,-0.00146691,0.002743,0.00229249,0.00756419,9.23253,-0.218754,-0.191434,-1.46316
2.4e-05,2.016e-05,-0.7,0.025621,2.25376,0.84,0,0,0,-0.00146093,-0.70012,0.0259533,2.26075,-0.00107861,0.00201692,0.00168566,0.00556191,9.23122,-0.192519,-0.188693,-1.45624
4.8e-05,4.032e-05,-0.7,0.025621,2.25376,0.84,0,0,0,-0.00138789,-0.70012,0.0259533,2.26083,0.00890396,0.00148303,0.00123945,0.0154029,9.19713,-0.172887,-0.186138,-1.50644
8e-05,6.72e-05,-0.7,0.025621,2.25376,0.84,0,0,0,-0.00120527,-0.700147,0.0259077,2.26109,0.0307232,-0.00250388,-0.00512712,0.0451723,9.10288,0.276937,-0.121038,-1.69995
0.00012,0.0001008,-0.7,0.025621,2.25376,0.84,0,0,0,-0.000949607,-0.700201,0.0259077,2.26126,0.0563969,-0.00902119,-0.00376994,0.0557525,9.00516,0.447697,-0.126701,-1.79934
0.000168,0.00014112,-0.7,0.025621,2.25376,0.84,0,0,0,-0.00065742,-0.700174,0.0258621,2.26151,0.0800222,-0.00305079,-0.0087905,0.0747291,8.90258,0.302486,-0.0838123,-1.98971
0.000224,0.00018816,-0.7,0.025621,2.25376,0.84,0,0,0,-0.00032871,-0.700201,0.0258165,2.26168,0.102519,-0.00585096,-0.0125246,0.0775964,8.79758,0.383675,-0.0436415,-2.04127
0.000288,0.00024192,-0.7,0.025621,2.25376,0.84,0,0,0,7.30467e-05,-0.700201,0.0258165,2.26177,0.128545,-0.00430218,-0.00920925,0.0683333,8.66632,0.349442,-0.0625728,-1.9839
0.00036,0.0003024,-0.7,0.025621,2.25376,0.84,0,0,0,0.000401757,-0.700201,0.0258165,2.26194,0.138042,-0.00316337,-0.00677151,0.0728126,8.61704,0.31843,-0.0754301,-2.04858
0.00044,0.0003696,-0.7,0.025621,2.25376,0.84,0,0,0,0.000913084,-0.700201,0.0258165,2.26211,0.169131,-0.002326,-0.00497905,0.0760818,8.49697,0.29283,-0.0854135,-2.10408
0.000528,0.00044352,-0.7,0.025621,2.25376,0.84,0,0,0,0.00138789,-0.700201,0.0258165,2.26237,0.187237,-0.0017103,-0.00366107,0.0897991,8.41949,0.269048,-0.0922244,-2.25977
0.000624,0.00052416,-0.7,0.025621,2.25376,0.84,0,0,0,0.00193574,-0.700201,0.0258165,2.26279,0.210184,-0.00125757,-0.00269196,0.122425,8.30799,0.247373,-0.0971078,-2.62
0.000728,0.00061152,-0.7,0.025621,2.25376,0.84,0,0,0,0.00252011,-0.700201,0.0258165,2.26305,0.231873,-0.000924685,-0.00197938,0.123848,8.19123,0.230067,-0.1008,-2.67262
0.00084,0.0007056,-0.7,0.025621,2.25376,0.84,0,0,0,0.00325058,-0.700201,0.0259077,2.26322,0.267198,-0.000679916,0.0106213,0.113629,7.99347,0.219293,-0.215786,-2.60558
0.00096,0.0008064,-0.7,0.025621,2.25376,0.839999,0,0,0,0.003908,-0.700201,0.0259077,2.2633,0.283457,-0.000499938,0.00780977,0.094827,7.87892,0.206671,-0.199825,-2.45656
0.001088,0.00091392,-0.7,0.025621,2.25376,0.839999,0,0,0,0.00474804,-0.700201,0.0259989,2.26339,0.319586,-0.000367601,0.0178141,0.0810031,7.60293,0.198497,-0.298055,-2.35977
0.001224,0.00102816,-0.7,0.025621,2.25376,0.839999,0,0,0,0.0054785,-0.700174,0.0260445,2.26356,0.331694,0.00332402,0.0191371,0.0821254,7.49069,-0.207099,-0.323106,-2.40345
0.001368,0.00114912,-0.7,0.025621,2.25376,0.839999,0,0,0,0.00628202,-0.700174,0.0260445,2.26373,0.350256,0.00244413,0.0140714,0.0829481,7.3075,-0.177075,-0.284758,-2.43723
0.00152,0.0012768,-0.7,0.025621,2.25376,0.839999,0,0,0,0.0071951,-0.700174,0.0260445,2.26399,0.378391,0.00179715,0.0103466,0.0948293,7.0035,-0.149585,-0.260367,-2.57183
0.00168,0.0014112,-0.7,0.025621,2.25376,0.839998,0,0,0,0.00807166,-0.700201,0.0259989,2.26424,0.394255,-0.00227229,0.00157034,0.103568,6.7922,0.315267,-0.202118,-2.67565
0.001848,0.00155232,-0.7,0.025621,2.25376,0.839998,0,0,0,0.00898474,-0.700174,0.0259533,2.2645,0.410783,0.00192378,-0.00488424,0.110002,6.53673,-0.153468,-0.134193,-2.77667
0.002024,0.00170016,-0.7,0.025621,2.25376,0.839998,0,0,0,0.00997088,-0.700174,0.0259533,2.26458,0.43251,0.00141455,-0.00359135,0.0921587,6.19649,-0.126262,-0.140304,-2.64444
0.002208,0.00185472,-0.7,0.025621,2.25376,0.839997,0,0,0,0.0110666,-0.700174,0.0259533,2.26475,0.463013,0.00104011,-0.0026407,0.0903178,5.65613,-0.100761,-0.144284,-2.65661
0.0024,0.002016,-0.7,0.025621,2.25376,0.839997,0,0,0,0.0120527,-0.700174,0.0259533,2.26492,0.47098,0.000764785,-0.00194169,0.0889707,5.43072,-0.0813158,-0.148044,-2.67277
0.0026,0.002184,-0.7,0.025621,2.25376,0.839996,0,0,0,0.0130754,-0.700201,0.0259077,2.26509,0.481646,-0.00303069,-0.00746399,0.0879759,5.12359,0.35424,-0.107964,-2.68462
0.002808,0.00235872,-0.7,0.025621,2.25376,0.839995,0,0,0,0.0142806,-0.700201,0.0259077,2.26543,0.513718,-0.00222845,-0.00548823,0.109818,4.28097,0.332339,-0.117291,-2.90789
0.003024,0.00254015,-0.7,0.025621,2.25376,0.839994,0,0,0,0.0152668,-0.700201,0.0259077,2.26577,0.50822,-0.00163856,-0.00403546,0.125855,4.25617,0.306627,-0.12517,-3.09058
0.003248,0.00272831,-0.7,0.025621,2.25376,0.839994,0,0,0,0.0163625,-0.700201,0.0259077,2.26612,0.518714,-0.00120483,-0.00296725,0.137659,3.79889,0.287061,-0.130173,-3.23881
0.00348,0.00292319,-0.7,0.025621,2.25376,0.839993,0,0,0,0.0175312,-0.700174,0.0258621,2.26629,0.536055,0.00270657,-0.00821714,0.123772,3.0402,-0.159477,-0.0868089,-3.15358
0.00372,0.00312479,-0.7,0.025621,2.25376,0.839992,0,0,0,0.0186269,-0.700201,0.0259077,2.26654,0.539223,-0.0016044,-3.2298e-06,0.124857,2.67291,0.312367,-0.152705,-3.19049
0.003968,0.00333311,-0.7,0.025621,2.25376,0.83999,0,0,0,0.0197957,-0.700174,0.0259533,2.2668,0.551138,0.00241284,0.00603309,0.125637,1.8947,-0.143892,-0.207171,-3.24014
0.004224,0.00354814,-0.7,0.025621,2.25376,0.839989,0,0,0,0.0208183,-0.700228,0.0259533,2.26705,0.54062,-0.00541372,0.0044361,0.126223,1.99527,0.437335,-0.202935,-3.27073
0.004488,0.0037699,-0.7,0.025621,2.25376,0.839988,0,0,0,0.0218775,-0.700228,0.0259533,2.26739,0.537668,-0.00398068,0.00326184,0.137918,1.77175,0.400924,-0.198293,-3.4121
0.00476,0.00399838,-0.7,0.025621,2.25376,0.839986,0,0,0,0.0229001,-0.700255,0.0259989,2.26782,0.530726,-0.00652119,0.00843669,0.157819,1.73394,0.467586,-0.240901,-3.63066
0.00504,0.00423357,-0.7,0.025621,2.25376,0.839985,0,0,0,0.0240689,-0.700201,0.0259989,2.26816,0.544887,0.00238995,0.00620345,0.161149,0.603167,-0.137953,-0.226572,-3.71056
0.005328,0.00447549,-0.7,0.025621,2.25376,0.839983,0,0,0,0.0250915,-0.700201,0.0259989,2.2685,0.536085,0.00175732,0.00456136,0.163636,0.635473,-0.115818,-0.219875,-3.77249
0.005624,0.00472412,-0.7,0.025621,2.25376,0.839981,0,0,0,0.0260777,-0.700201,0.0259989,2.26876,0.524687,0.00129215,0.00335394,0.154156,0.824937,-0.0962828,-0.215732,-3.72673
0.005928,0.00497948,-0.7,0.025621,2.25376,0.839979,0,0,0,0.0272099,-0.700228,0.0259533,2.26884,0.53562,-0.00264251,-0.00356945,0.124627,-0.112971,0.359433,-0.148984,-3.50123
0.00624,0.00524155,-0.7,0.025621,2.25376,0.839976,0,0,0,0.0280865,-0.700255,0.0259989,2.26918,0.509823,-0.00553546,0.00341069,0.136742,0.812703,0.442314,-0.220074,-3.63574
0.00656,0.00551034,-0.7,0.025621,2.25376,0.839974,0,0,0,0.0290361,-0.700228,0.0259533,2.26935,0.50066,-0.000473729,-0.00353419,0.123124,0.9177,0.241566,-0.152044,-3.55934
0.006888,0.00578585,-0.7,0.025621,2.25376,0.839971,0,0,0,0.0300222,-0.700228,0.0259533,2.2697,0.498594,-0.00034833,-0.00259867,0.13563,0.650847,0.22685,-0.156893,-3.69562
0.007224,0.00606808,-0.7,0.025621,2.25376,0.839968,0,0,0,0.0308622,-0.700174,0.0259533,2.27004,0.477813,0.00693187,-0.00191079,0.144853,1.47547,-0.276529,-0.160012,-3.81486
0.007568,0.00635703,-0.7,0.025621,2.25376,0.839965,0,0,0,0.0318849,-0.700147,0.0259077,2.27038,0.486661,0.00868975,-0.00744086,0.151619,0.595612,-0.31804,-0.117894,-3.90744
