8e-06,0.00847207,0.871903,-0.0233523,2.30941,-0.00067248,0.00244178,0.000560629,-0.00117616,-0.33624,1.22089,0.280315,-0.588078,0.00595331,0.871464,-0.023171,2.31188,0.00137443,3.74623e-06,-5.86679e-06,-1.82289e-14,0.487142,1.08103,-0.104098,-0.540487
2.4e-05,0.00846948,0.871912,-0.0233501,2.3094,-0.00129869,0.00471544,0.00108217,-0.00227128,-0.313105,1.13683,0.260771,-0.547563,0.00595331,0.871464,-0.023171,2.31188,0.00101061,2.75458e-06,-4.31381e-06,-1.34036e-14,0.492391,1.10124,-0.100543,-0.544235
4.8e-05,0.00846572,0.871926,-0.023347,2.3094,-0.00188067,0.00682843,0.00156636,-0.00328897,-0.290988,1.0565,0.242097,-0.508846,0.00595331,0.871464,-0.023171,2.31188,0.000743094,2.02543e-06,-3.17192e-06,-9.8556e-15,0.493821,1.10712,-0.0976836,-0.547751
8e-05,0.00846087,0.871944,-0.023343,2.30939,-0.00242037,0.00878793,0.00201488,-0.00423263,-0.26985,0.979749,0.224259,-0.471828,0.00591678,0.871464,-0.023171,2.31196,-0.00428558,1.48929e-06,-2.3323e-06,0.0112746,0.990189,1.10802,-0.0122313,-0.612073
0.00012,0.00845504,0.871965,-0.0233381,2.30938,-0.00291968,0.0106009,0.00242936,-0.00510558,-0.249658,0.906465,0.207237,-0.436472,0.00588026,0.871464,-0.023171,2.31196,-0.00798782,1.09506e-06,-1.71492e-06,0.00829014,1.10589,1.10764,0.00743433,-0.603865
0.000168,0.00844827,0.871989,-0.0233325,2.30937,-0.00338044,0.0122739,0.00281133,-0.00591103,-0.230379,0.836518,0.190988,-0.402726,0.00588026,0.871464,-0.023171,2.31188,-0.0058734,8.05194e-07,-1.26097e-06,-0.0051405,1.04293,1.10882,0.000731538,-0.540096
0.000224,0.00844067,0.872017,-0.0233261,2.30935,-0.0038044,0.0138135,0.00316231,-0.00665206,-0.211978,0.769778,0.175488,-0.370519,0.00588026,0.871464,-0.023171,2.31196,-0.00431868,5.92054e-07,-9.27186e-07,0.00753831,0.947782,1.10303,-0.0119182,-0.610199
0.000288,0.00843228,0.872047,-0.0233192,2.30934,-0.00419324,0.0152257,0.00348373,-0.00733167,-0.194423,0.706121,0.160712,-0.339803,0.00588026,0.871437,-0.0231253,2.31196,-0.0031755,-0.00359468,0.00603911,0.00554288,0.548605,1.16607,-0.125512,-0.606277
0.00036,0.00842318,0.87208,-0.0233116,2.30932,-0.00454861,0.0165166,0.00377699,-0.00795268,-0.177684,0.645456,0.146628,-0.310505,0.00588026,0.871437,-0.0231253,2.31196,-0.00233492,-0.00264315,0.00444052,0.00407564,0.51165,1.14925,-0.12196,-0.605295
0.00044,0.00841344,0.872116,-0.0233035,2.3093,-0.00487208,0.0176919,0.00404341,-0.00851788,-0.161733,0.587669,0.133214,-0.2826,0.00584374,0.871437,-0.0231253,2.31196,-0.00655004,-0.00194349,0.00326509,0.0029968,1.02881,1.13994,-0.0164696,-0.606041
0.000528,0.00840311,0.872153,-0.023295,2.30929,-0.00516515,0.0187572,0.0042843,-0.00902999,-0.146537,0.532627,0.120444,-0.256052,0.00584374,0.871437,-0.0231253,2.31196,-0.0048162,-0.00142904,0.0024008,0.00220353,0.698445,1.12978,-0.0659613,-0.60783
0.000624,0.00839225,0.872193,-0.023286,2.30927,-0.00542931,0.0197177,0.00450089,-0.0094915,-0.132078,0.480271,0.108294,-0.230757,0.00584374,0.871464,-0.023171,2.31196,-0.00354133,0.002543,-0.00427222,0.00162024,0.626359,1.05653,-0.0297058,-0.610887
0.000728,0.00838092,0.872234,-0.0232766,2.30925,-0.00566594,0.0205786,0.00469437,-0.00990488,-0.118315,0.430454,0.0967407,-0.206689,0.00584374,0.871464,-0.023171,2.31196,-0.00260392,0.00186985,-0.00314134,0.00119135,0.5858,1.0675,-0.0378229,-0.614096
0.00084,0.00836916,0.872277,-0.0232668,2.30923,-0.0058764,0.0213448,0.00486588,-0.0102725,-0.105229,0.383083,0.085756,-0.183816,0.00584374,0.871464,-0.023171,2.31196,-0.00191464,0.00137489,-0.00230981,0.000875995,0.560872,1.07595,-0.0414919,-0.617785
0.00096,0.00835704,0.872321,-0.0232568,2.30921,-0.006062,0.0220211,0.00501655,-0.0105967,-0.0928001,0.338122,0.0753317,-0.162104,0.00584374,0.871464,-0.023171,2.31196,-0.00140783,0.00101095,-0.00169839,0.000644114,0.543909,1.0827,-0.0426205,-0.621835
0.001088,0.00834459,0.872366,-0.0232465,2.30918,-0.00622398,0.0226119,0.00514741,-0.0108797,-0.0809919,0.295424,0.0654295,-0.141469,0.00584374,0.871464,-0.023171,2.31196,-0.00103517,0.000743346,-0.00124881,0.000473613,0.531777,1.08824,-0.042123,-0.626112
0.001224,0.00833187,0.872412,-0.023236,2.30916,-0.00636357,0.0231217,0.00525949,-0.0111235,-0.069796,0.254918,0.0560414,-0.121915,0.00584374,0.871464,-0.023171,2.31196,-0.000761152,0.000546578,-0.000918246,0.000348245,0.522807,1.09295,-0.0405346,-0.630556
0.001368,0.0083189,0.872459,-0.0232253,2.30914,-0.00648192,0.0235548,0.00535377,-0.0113302,-0.0591734,0.216524,0.0471412,-0.103365,0.00584374,0.871464,-0.023171,2.31196,-0.000559671,0.000401895,-0.000675181,0.000256063,0.51601,1.09708,-0.0381944,-0.635123
0.00152,0.00830574,0.872507,-0.0232144,2.30912,-0.00658015,0.0239151,0.0054312,-0.0115018,-0.0491155,0.180167,0.0387155,-0.085802,0.00584374,0.871464,-0.023171,2.31196,-0.000411522,0.000295511,-0.000496457,0.000188281,0.510732,1.10083,-0.0353337,-0.639734
0.00168,0.00829242,0.872555,-0.0232034,2.30909,-0.00665933,0.0242066,0.00549269,-0.0116402,-0.0395909,0.145753,0.0307422,-0.0691828,0.00580721,0.871437,-0.0231253,2.31196,-0.00513518,-0.00337508,0.00567013,0.000138442,0.591087,1.17012,-0.0694407,-0.644148
0.001848,0.00827898,0.872604,-0.0231924,2.30907,-0.0067205,0.0244331,0.0055391,-0.0117471,-0.0305864,0.113218,0.0232047,-0.0534403,0.00580721,0.871464,-0.023171,2.31196,-0.00377587,0.00111303,-0.00186989,0.000101796,0.605656,1.09303,-0.00712059,-0.649206
0.002024,0.00826545,0.872654,-0.0231812,2.30905,-0.00676465,0.024598,0.00557126,-0.0118242,-0.0220742,0.0824721,0.0160809,-0.0385601,0.00580721,0.871464,-0.023171,2.31196,-0.00277637,0.000818404,-0.00137492,7.48498e-05,0.574271,1.10011,-0.0101922,-0.653819
0.002208,0.00825187,0.872703,-0.02317,2.30902,-0.00679274,0.024705,0.00558999,-0.0118733,-0.0140424,0.0534798,0.00936548,-0.0245403,0.00584374,0.871464,-0.023171,2.31196,0.00279381,0.000601767,-0.00101097,5.50366e-05,0.445768,1.10578,-0.0244845,-0.658417
0.0024,0.00823826,0.872752,-0.0231588,2.309,-0.00680569,0.0247572,0.00559606,-0.0118959,-0.00647398,0.0261326,0.0030353,-0.0113063,0.00584374,0.871464,-0.023171,2.31196,0.00205427,0.000442476,-0.000743358,4.04681e-05,0.457219,1.1111,-0.0199057,-0.662984
0.0026,0.00822465,0.872802,-0.0231477,2.30897,-0.00680437,0.024758,0.00559021,-0.0118936,0.000657122,0.000385944,-0.00292607,0.00115162,0.00584374,0.871464,-0.023171,2.31196,0.0015105,0.00032535,-0.000546587,2.97559e-05,0.465584,1.1158,-0.0154272,-0.667495
0.002808,0.00821107,0.872851,-0.0231365,2.30895,-0.00678963,0.0247104,0.00557315,-0.0118678,0.00736829,-0.0238292,-0.00852915,0.0128683,0.00584374,0.871464,-0.023171,2.31196,0.00111066,0.000239228,-0.000401902,2.18794e-05,0.471641,1.12005,-0.0110529,-0.67195
0.003024,0.00819754,0.872901,-0.0231254,2.30893,-0.00676229,0.0246172,0.00554556,-0.0118201,0.0136707,-0.0465824,-0.0137953,0.0238886,0.00584374,0.871464,-0.023171,2.31196,0.000816661,0.000175903,-0.000295516,1.60878e-05,0.475964,1.12394,-0.00678846,-0.676301
0.003248,0.0081841,0.87295,-0.0231144,2.3089,-0.00672312,0.0244814,0.0055081,-0.0117517,0.0195846,-0.0679105,-0.0187285,0.0341966,0.00584374,0.871437,-0.0231253,2.31196,0.000600486,-0.00346404,0.00581957,1.18292e-05,0.412197,1.19227,-0.0624503,-0.680301
0.00348,0.00817075,0.872998,-0.0231035,2.30888,-0.00667289,0.0243056,0.0054614,-0.0116639,0.0251181,-0.0878739,-0.0233508,0.0438691,0.00580721,0.871464,-0.023171,2.31196,-0.00439195,0.00104594,-0.00175718,8.69797e-06,0.617937,1.11664,0.028148,-0.684907
0.00372,0.00815753,0.873046,-0.0230927,2.30886,-0.00661229,0.0240925,0.00540605,-0.0115581,0.0302981,-0.106583,-0.0276732,0.0529157,0.00580721,0.871464,-0.023171,2.31196,-0.00322937,0.000769077,-0.00129205,6.39557e-06,0.579677,1.12366,0.023665,-0.688982
0.003968,0.00814444,0.873094,-0.023082,2.30883,-0.00654203,0.0238445,0.00534264,-0.0114354,0.0351297,-0.123999,-0.031705,0.0613469,0.00580721,0.871464,-0.023171,2.31196,-0.00237454,0.000565498,-0.000950035,4.70262e-06,0.55556,1.12958,0.0221409,-0.692975
0.004224,0.00813152,0.873141,-0.0230714,2.30881,-0.00646276,0.023564,0.00527173,-0.011297,0.0396347,-0.140238,-0.0354592,0.0692049,0.00580721,0.871437,-0.0231253,2.31196,-0.00174599,-0.00317714,0.0053376,3.45781e-06,0.478678,1.19916,-0.0353037,-0.696576
0.004488,0.00811877,0.873188,-0.0230611,2.30879,-0.00637511,0.0232533,0.00519382,-0.011144,0.0438269,-0.155356,-0.0389517,0.0765182,0.00580721,0.871464,-0.023171,2.31196,-0.00128381,0.00126012,-0.002117,2.54251e-06,0.531693,1.12412,0.0315162,-0.700754
0.00476,0.00810621,0.873234,-0.0230508,2.30877,-0.00627969,0.0229146,0.00510945,-0.0109774,0.0477094,-0.169356,-0.0421854,0.083277,0.00580721,0.871437,-0.0231253,2.31196,-0.00094398,-0.00266383,0.00447523,1.86949e-06,0.494323,1.19697,-0.0131858,-0.704116
0.00504,0.00809385,0.873279,-0.0230408,2.30875,-0.00617708,0.0225499,0.00501909,-0.0107983,0.0513052,-0.182309,-0.0451785,0.0895384,0.00584374,0.871464,-0.023171,2.31196,0.00414165,0.00163602,-0.00274851,1.37463e-06,0.416073,1.12306,0.0272606,-0.708124
0.005328,0.00808172,0.873323,-0.023031,2.30872,-0.00606784,0.0221614,0.00492321,-0.0106076,0.0546204,-0.194274,-0.0479403,0.0953428,0.00580721,0.871464,-0.023171,2.31196,-0.00178495,0.00120296,-0.00202096,1.01075e-06,0.543317,1.13271,0.0433144,-0.711619
0.005624,0.00806981,0.873367,-0.0230213,2.3087,-0.0059525,0.0217509,0.00482226,-0.0104063,0.057669,-0.205268,-0.0504768,0.100655,0.00580721,0.871464,-0.023171,2.31196,-0.00131246,0.000884526,-0.001486,7.43202e-07,0.530543,1.13998,0.042143,-0.714984
0.005928,0.00805815,0.873409,-0.0230119,2.30868,-0.00583157,0.0213201,0.00471666,-0.0101953,0.060468,-0.215361,-0.0528025,0.105525,0.00580721,0.871437,-0.0231253,2.31188,-0.000965046,-0.00294199,0.00494254,-0.0112755,0.455242,1.21732,-0.0175142,-0.637239
0.00624,0.00804674,0.873451,-0.0230027,2.30866,-0.00570552,0.020871,0.00460681,-0.0099753,0.0630225,-0.22455,-0.0549245,0.109991,0.00580721,0.871437,-0.0231253,2.31196,-0.000709593,-0.00216323,0.00363422,0.00298733,0.493694,1.20038,0.00713328,-0.732822
0.00656,0.00803559,0.873492,-0.0229937,2.30864,-0.00557483,0.0204052,0.0044931,-0.00974719,0.0653452,-0.232922,-0.056852,0.114054,0.00584374,0.871464,-0.023171,2.31196,0.00431103,0.00200191,-0.0033632,0.00219656,0.411756,1.12788,0.0454154,-0.733096
0.006888,0.00802471,0.873532,-0.0229849,2.30862,-0.00543994,0.0199242,0.00437591,-0.00951175,0.067444,-0.240488,-0.0585967,0.117718,0.00580721,0.871464,-0.023171,2.31196,-0.00166535,0.00147199,-0.00247294,0.00161512,0.543994,1.13856,0.0611412,-0.733757
0.007224,0.0080141,0.87357,-0.0229764,2.30861,-0.00530129,0.0194297,0.0042556,-0.00926974,0.0693271,-0.247279,-0.0601568,0.121007,0.00584374,0.871464,-0.023171,2.31196,0.00361077,0.00108235,-0.00181834,0.00118759,0.41944,1.146,0.0444663,-0.734932
0.007568,0.00800379,0.873608,-0.0229682,2.30859,-0.00515926,0.0189229,0.00413249,-0.00902184,0.0710135,-0.253358,-0.0615553,0.123951,0.00580721,0.871464,-0.023171,2.31196,-0.00217953,0.000795843,-0.00133701,0.000873227,0.557905,1.15253,0.0637564,-0.736523
0.00792,0.00799376,0.873645,-0.0229601,2.30857,-0.00501425,0.0184055,0.00400691,-0.00876871,0.0725044,-0.258728,-0.0627882,0.126562,0.00580721,0.871464,-0.023171,2.31196,-0.0016026,0.000585179,-0.000983099,0.000642079,0.541238,1.15717,0.0622356,-0.738326
0.00828,0.00798402,0.873681,-0.0229524,2.30855,-0.00486662,0.0178786,0.00387916,-0.00851099,0.0738164,-0.263456,-0.0638753,0.128862,0.00580721,0.871437,-0.0231253,2.31196,-0.00117838,-0.00316357,0.00531479,0.000472117,0.45287,1.22518,-0.000246773,-0.739852
0.008648,0.00797459,0.873716,-0.0229449,2.30854,-0.00471672,0.0173435,0.00374954,-0.00824936,0.0749499,-0.267537,-0.0648091,0.130814,0.00580721,0.871464,-0.023171,2.31196,-0.000866457,0.00126737,-0.00212918,0.000347145,0.5269,1.1483,0.069905,-0.74232
0.009024,0.00796546,0.873749,-0.0229376,2.30852,-0.00456489,0.0168015,0.00361833,-0.00798438,0.075917,-0.271024,-0.0656033,0.132493,0.00584374,0.871437,-0.0231253,2.31196,0.00419788,-0.00266226,0.00447258,0.000255253,0.333195,1.21911,-0.00782294,-0.743896
