0.002,0.00847342,0.871898,-0.0233534,2.30941,-0.000960453,-0.00194769,0.00327212,1.58876e-07,0.480667,-0.00390134,-0.0420254,0.000621267,0.00778832,0.00638275
0.004,0.00847342,0.871926,-0.023399,2.30941,-0.000706215,0.00216157,-0.00363144,1.16821e-07,0.480666,-0.00391692,-0.0420382,-0.000621954,-0.00779193,-0.00638542
0.006,0.00847342,0.871926,-0.023399,2.30941,-0.000519276,0.00158939,-0.00267017,8.58975e-08,0.480666,-0.00391692,-0.0420382,0,0,0
0.008,0.00847342,0.871898,-0.0233534,2.30941,-0.000381821,-0.00243542,0.0040915,6.31599e-08,0.480667,-0.00390134,-0.0420254,0.000623353,0.00781447,0.00640418
0.01,0.00847342,0.871926,-0.023399,2.30941,-0.00028075,0.00180368,-0.00303018,4.64411e-08,0.480666,-0.00391692,-0.0420382,-0.000622081,-0.00779353,-0.00638673
0.012,0.00847342,0.871926,-0.023399,2.30941,-0.000206434,0.00132624,-0.00222808,3.41479e-08,0.480666,-0.00391692,-0.0420382,0,0,0
0.014,0.00847342,0.871926,-0.023399,2.30941,-0.00015179,0.000975175,-0.00163829,2.51087e-08,0.480666,-0.00391692,-0.0420382,0,0,0
0.016,0.00847342,0.871926,-0.023399,2.30941,-0.00011161,0.000717041,-0.00120463,1.84623e-08,0.480666,-0.00391692,-0.0420382,0,0,0
0.018,0.00847342,0.871898,-0.0233534,2.30941,-8.20663e-05,-0.00306496,0.00514912,1.35752e-08,0.480667,-0.00390134,-0.0420254,0.000621295,0.00778867,0.00638303
0.02,0.00847342,0.871926,-0.023399,2.30941,-6.03429e-05,0.00133935,-0.00225011,9.98178e-09,0.480666,-0.00391692,-0.0420382,-0.000621832,-0.00779041,-0.00638417
0.022,0.00847342,0.871926,-0.023399,2.30941,-4.43697e-05,0.000984819,-0.00165449,7.33955e-09,0.480666,-0.00391692,-0.0420382,0,0,0
0.024,0.00847342,0.871926,-0.023399,2.30941,-3.26248e-05,0.000724132,-0.00121654,5.39672e-09,0.480666,-0.00391692,-0.0420382,0,0,0
0.026,0.00847342,0.871898,-0.0233534,2.30941,-2.39888e-05,-0.00306132,0.00514301,3.96818e-09,0.480667,-0.00390134,-0.0420254,0.000621568,0.00779209,0.00638584
0.028,0.00847342,0.871926,-0.023399,2.30941,-1.76388e-05,0.00134224,-0.00225496,2.91778e-09,0.480666,-0.00391692,-0.0420382,-0.000621869,-0.00779087,-0.00638455
0.03,0.00847342,0.871926,-0.023399,2.30941,-1.29697e-05,0.000986941,-0.00165806,2.14543e-09,0.480666,-0.00391692,-0.0420382,0,0,0
